text,type,label,tag_a,tag_b
家长能在APP上查看其他参赛孩子的优秀作品吗？,讲好中国故事,0,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
请问诵读活动的评分标准是什么？,讲好中国故事,0,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
想了解一下孩子诵读是按什么打分的？,讲好中国故事,0,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
麻烦问一下诵读比赛具体怎么评分？,讲好中国故事,0,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
诵读评分主要看哪几个方面？,讲好中国故事,0,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
请问评分有哪几项细则？,讲好中国故事,0,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
服装仪态在评分里吗？,讲好中国故事,0,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
诵读时感情重要吗，占分多吗？,讲好中国故事,0,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
麻烦发一份详细的诵读评分标准。,讲好中国故事,0,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
咬字清晰占多少分值？,讲好中国故事,0,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
孩子动作表情会加分吗？,讲好中国故事,0,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
诵读篇目内容会影响评分吗？,讲好中国故事,0,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
诵读时间超时会扣分吗？,讲好中国故事,0,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
想知道评委主要看重什么？,讲好中国故事,0,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
评分是老师现场打分吗？,讲好中国故事,0,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
想知道评分结果多久出来？,讲好中国故事,0,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
请问有没有公开的评分表？,讲好中国故事,0,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
声音大小和音量算不算分？,讲好中国故事,0,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
诵读流畅度占比高吗？,讲好中国故事,0,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
台风和站姿会纳入评分吗？,讲好中国故事,0,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
想了解不同年级评分标准一样吗？,讲好中国故事,0,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
背景音乐对评分有帮助吗？,讲好中国故事,0,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
请问原创篇目会加分吗？,讲好中国故事,0,,小学1-3年级(总)、小学4-6年级(总)、初中组(总)、高中组(总)、活动已报名(总)、初选晋级(总)、初选未晋级(总)、预选赛已报名(总)、预选赛未完赛(总)、预选赛末出席(总)、预选赛未晋级(总)、预选赛补考资格(总)、预选赛已购买(总)、辽宁预选4月2周四19.00(总)、辽宁预选4月3周五19.00(总)、
请问诗词少年总展演在哪个城市举办？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
想知道全国总展演的具体城市是哪里？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
总展演确定在哪个城市了吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问孩子晋级后要去哪个城市参加总展演？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
总展演是在哪个省市举行？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
想确认今年总展演的举办城市。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
诗词少年总决赛在哪个城市？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问总展演地点定在哪个城市？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
总展演是在本地还是外地城市？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
想问问总展演举办城市公布了吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
孩子要去哪个城市参加全国总展演？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问总展演在什么地方举行？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
总展演城市会提前多久公布？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
想了解总展演所在城市及场地信息。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问今年总决赛在哪个城市举办？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
总展演是在省会城市吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
想知道总展演城市的具体位置。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问总展演在哪个城市，方便提前规划？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
诗词少年全国总展演在哪个城市举行？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
想确认总展演城市是否已经确定。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问总展演在哪个城市，怎么前往？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
麻烦告知今年诗词少年总展演的举办城市,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
想了解总展演城市的详细地址。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问今年总展演在哪个城市，几月份？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
总展演是在本地还是外地举行？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
去年诗词少年总展演办得特别好，组织非常到位！,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
必须夸夸去年的总展演，全程有序又专业。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
去年诗词少年活动安排得太用心了，家长孩子都很满意。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
感谢组委会，去年总展演组织得特别出色。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
去年总展演流程清晰、秩序井然，体验感超棒。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
不得不说，去年诗词少年总展演办得非常成功。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
去年活动现场安排得很合理，孩子参与感很强。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
去年总展演从进场到结束都很顺畅，太赞了。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
组委会太负责了，去年活动组织得无可挑剔。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
去年诗词少年总展演真的很正规、很有仪式感。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
作为家长，真心觉得去年总展演办得特别好。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
去年活动细节做得很到位，看得出很用心。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
去年总展演不管是场地还是流程都非常棒。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
孩子参加完去年总展演，一直说特别喜欢。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
去年活动组织得井井有条，让人很放心。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
去年诗词少年总展演真的超出预期，太优秀了。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
必须给去年总展演的组织团队点个大大的赞。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
去年活动安排合理、服务周到，体验感满分。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
去年总展演很有质感，正规又有温度。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
感谢老师和组委会，去年活动办得太成功了。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
去年总展演不管是评委还是现场都很专业。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
去年诗词少年活动让孩子收获满满，组织超赞。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
去年总展演秩序很好，家长全程很安心。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
去年活动环节设计得很好，孩子既紧张又开心。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
去年总展演整体氛围特别好，很有文化气息。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
从报名到现场，去年活动都做得非常规范。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
去年总展演办得很有水平，值得信赖。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
去年活动组织得特别贴心，考虑得很周全。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
希望今年还能像去年一样，组织得这么好。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问总展演大概在什么时间？我要提前给孩子安排假期出行。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
想知道总展演大致日期，方便规划孩子假期。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
麻烦告知一下总展演大概时间，我们要安排出行计划。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
总展演大概在几月几号？需要提前订假期行程。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问总展演时间确定了吗？要安排孩子假期。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
想了解总展演初步时间，方便我们错开出行。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
总展演大概在假期什么时候？我好提前规划。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问能透露一下总展演大致时间吗？要安排孩子出行。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
麻烦告知总展演大概时间，我好合理安排孩子假期。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
总展演大致时间有消息了吗？需要提前规划。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
麻烦说下总展演预估时间，我们要安排家庭出行。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问总展演大概什么时候？我们要安排孩子外出。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
总展演大概是几天？我好给孩子预留时间。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
想确认总展演大致时间，方便请假和安排行程。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问总展演预计在几月份举行？要规划假期。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
总展演大概时间公布了吗？需要提前安排孩子。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
想了解总展演大概时间段，好订酒店和机票。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问总展演会不会在假期中间？要安排出行。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
总展演大概什么时候举办？我们要错开旅游时间。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
麻烦告知预估时间，方便提前安排孩子假期。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
想知道总展演大致日期，避免和其他安排冲突。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问总展演大概时间定了吗？要提前规划孩子行程。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
想确认下总展演预估时间，方便安排家庭出行。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
想了解大概时间，我好提前给孩子做假期安排。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问总展演大概在假期哪一段？方便调整计划。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问今年城市擂台赛在哪里举办呀？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
想知道城市擂台的具体地点是哪里？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
今年城市擂台在哪里比呀？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
城市擂台赛的举办地确定了吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
麻烦告知一下城市擂台的举办地址。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
今年城市擂台是在本地还是外地？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
城市擂台赛具体在哪个位置举办？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问城市擂台在哪个地标附近？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
城市擂台举办地点会提前通知吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
城市擂台赛地点公布了吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
今年城市擂台赛在哪个场馆举办？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问城市擂台是在市区还是周边？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
想问问城市擂台赛的具体位置。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
想了解城市擂台赛的举办位置。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问城市擂台在哪个地方开赛？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
城市擂台赛是固定地点还是每年换？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
城市擂台是在室内还是室外场地？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问城市擂台赛在本市举行吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
城市擂台大概在什么位置？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
想知道城市擂台赛的详细举办地点。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
今年城市擂台在哪个区举办？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
城市擂台赛地点定下来了吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
既然晋级后要收费，那我们参加这个免费的复选还有什么实际意义？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
如果复选过了，我们明确表示不交费参加下一轮，会对孩子有什么负面影响吗？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
这个复选的结果会公开通报给学校吗？不参加下一轮会不会丢人？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
复选阶段有没有单独的奖项证书？还是说必须交钱比下去才有证？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我们能不能只参加复选，拿个复选的参与证明就算了？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
是不是只要参加了复选，后面就会被一直推销缴费？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
如果我们复选晋级了但弃权，这个晋级名额可以转让给别的孩子吗？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
复选既然免费，那评委会不会不负责任，随便打分？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
这种“免费晋级再收费”的模式，是不是典型的“请君入瓮”套路？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我们只是想让孩子练练胆量，没打算花钱，复选还能去吗？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
晋级后的费用有没有个大概范围？如果是几千块我们肯定不考虑。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
为什么一开始不把所有收费环节说清楚？感觉像被忽悠了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我们孩子时间排不开，复选能不能不去？去了是不是就必须得比下去？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
复选的评委是机构的老师还是外面的专家？如果是机构老师我们就不去了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
晋级后的比赛是在外地吗？如果是外地我们肯定不参加，复选还有必要去吗？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我们孩子才刚入门，是不是没必要去凑这个热闹？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
复选要是没过，是不是就不用纠结交费的问题了？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
如果复选过了，不去缴费会不会被拉入黑名单，以后别的活动不让参加了？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
你们这么做是不是就是为了筛选出愿意花钱的家长？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
复选的场次安排在平时还是周末？太折腾的话我们就不去了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
晋级后的收费包含服装道具费吗？如果要另外买衣服我们也不参加。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
孩子现在学习压力大，复选如果是去当“分母”，我们就不折腾了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
是不是想通过复选来给孩子们排名次？不交费是不是会有影响？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
这个复选是不是必须要参加？不参加算不算旷课？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
往届的学生是不是只要晋级了都交钱了？有没有不交钱的先例？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
复选能不能只去比一下，不等待结果？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
晋级后的收费是强制性的吗？能不能只观摩不比赛？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我们暂时不想给孩子太大竞争压力，复选是不是竞争也很激烈？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
如果我们复选去了但表现不好，是不是就不会被通知晋级了？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
你们这个收费环节设置得这么靠后，是不是怕一开始说收费就没人来了？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
复选需要我们自己准备什么东西吗？如果要买装备我们就不去了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
如果不去参加复选，能不能把名额留给别人？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
晋级后的比赛如果是封闭式的家长看不到，我们肯定不交钱，那复选还去吗？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
孩子自己不想去比，我是逼他来的，复选能不能不去？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
听说别的比赛都是一次收费到底，你们这样分阶段收费很不合理。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
晋级之后的活动场地在哪里？太远的话我们考虑放弃。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我们家庭近期经济比较紧张，复选如果晋级了肯定去不了，那现在是不是就不用去了？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
参加复选会不会耽误太长时间？能不能比完马上走？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
晋级后的费用能不能抵扣？不能抵扣我们就不参加了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我们就是来体验一下，如果晋级通知来了，能不能直接拒绝？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
复选有没有什么隐藏的门槛？是不是只有少数人能过？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
孩子这次状态不好，复选去了也是白去，能不能请假？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
你们通知我们复选，是因为报名的人太少来凑数的吗？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
如果我们复选过了但不交钱，之前交的报名押金（如果有）会退吗？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
晋级后的比赛如果还要另外培训，我们没时间，那复选是不是没必要去？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
这个比赛的含金量如果不交钱比到底，是不是就体现不出来？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我们孩子性格内向，复选能不能不去？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
会不会因为知道我们后面不交费，复选时就对孩子有偏见？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
复选结果出来后，如果不交费，是不是连个电子版的证书都没有？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
我们能不能只参加复选，然后告诉孩子没晋级？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
既然晋级了必须去线下还要交钱，那我们现在参加这个线上复选是不是纯属浪费时间？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
线上复选如果不晋级还好，万一晋级了，我们要是不去线下，会不会显得孩子很挫？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
线上复选的评审标准是什么？会不会因为我们要去线下才故意卡通过率？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
既然没打算去线下交费，这个线上复选的结果对我们还有参考价值吗？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
线上复选需要准备什么？如果还要专门录制剪辑视频，太麻烦我们就不参加了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
晋级后的线下比赛具体在哪个城市？如果不在本地，我们肯定是不去的。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
线下收费的金额大概在什么区间？如果是天价，那线上复选我们就不折腾了。,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
参加线上复选会不会被默认捆绑报名？会不会出现“被晋级”然后骚扰我们要钱的情况？,诗词、讲好中国故事,0,(总)复选已晋级,预选赛晋级(总)
